500,120
1000,143
1501,141
2001,152
2501,195
3001,159
3501,183
4001,149
4501,163
5001,134
5502,145
6002,131
6502,135
7003,135
7504,161
8004,113
8504,155
9004,183
9504,139
10004,128
10505,139
11006,146
11507,167
12007,159
12508,155
13009,147
13510,126
14011,155
14511,163
15011,155
15512,181
16013,153
16513,165
17014,187
17515,184
18015,130
18516,9533
19017,6007
19518,14122
20018,437
20519,159
21020,163
21520,147
22021,153
22522,157
23023,181
23524,139
24025,103
24526,161
25026,191
25527,187
26028,167
26529,152
27030,121
27531,163
28031,127
28531,169
29031,185
29531,111
30032,113
30533,173
31034,137
31535,163
32035,188
32535,151
33036,159
33537,164
34038,167
34538,147
35039,165
35540,189
36041,150
36542,140
37042,115
37543,144
38044,135
38544,155
39045,147
39545,155
40045,179
40545,139
41046,134
41547,147
42048,154
42549,131
43050,145
43551,142
44052,172
44553,172
45054,148
45555,159
46056,121
46556,163
47056,173
47556,131
48056,147
48556,166
49057,168
49558,143
50058,148
50558,153
51059,153
51559,132
52059,141
52559,165
53060,109
53561,140
54062,143
54563,175
55064,135
55564,137
56064,159
56564,139
57065,157
57566,169
58067,172
58568,149
59069,157
59570,167
60071,128
60572,132
61072,171
61573,177
62073,152
62574,151
63075,176
63575,159
64076,154
64577,185
65078,109
65579,128
66079,148
66580,163
67081,143
67582,162
68082,176
68582,145
69082,140
69583,127
70083,127
70584,104
71085,158
71585,140
72086,159
72587,137
73087,145
73588,121
74089,145
74589,162
75090,185
75591,171
76091,188
76591,153
77092,113
77592,129
78092,124
78592,166
79093,143
79593,148
80094,165
80595,147
81096,192
81596,159
82096,148
82597,163
83097,53629
83598,24828
84099,789
84600,157
85101,179
85602,175
86103,193
86604,172
87104,94
87605,153
88106,119
88607,143
89108,119
89609,138
90110,65517
90610,65511
91111,25863
91612,937
92113,157
92613,176
93113,199
93614,192
94115,226
94616,167
95117,183
95617,178
96118,173
96619,119
97120,120
97620,2593
98121,19485
98622,4095
99122,189
99623,171
100124,213
100625,203
101126,173
101627,170
102128,157
102629,143
103130,155
103630,126
104130,155
104631,109
105131,151
105631,115
106132,139
106633,139
107133,149
107634,144
108134,121
108635,133
109136,159
109636,176
110137,146
110637,146
111138,149
111638,160
112138,152
112638,171
113139,105
113640,140
114141,163
114642,161
115143,159
115643,147
116144,149
116644,135
117144,173
117644,157
118145,145
118646,113
119147,167
119647,183
120147,157
120648,179
121149,147
121650,127
122151,171
122652,133
123152,127
123653,167
124154,173
124654,159
125155,171
125656,136
126156,89
126656,155
127156,141
127657,173
128158,161
128659,169
129160,165
129661,167
130162,156
130663,148
131164,151
131665,142
132166,202
132667,129
133168,175
133668,149
134169,128
134669,119
135169,158
135670,163
136171,145
136672,122
137173,135
137674,139
138174,173
138674,172
139175,144
139676,209
140177,120
140678,131
141179,151
141680,139
142181,166
142682,139
143183,169
143684,132
144185,65345
144686,65489
145186,65532
145686,21646
146187,696
146688,114
147189,199
147690,174
148190,167
148690,181
149191,192
149692,165
150192,177
150692,167
151193,140
151693,132
152194,104
152695,139
153196,133
153697,135
154198,149
154699,145
155200,145
155701,147
156202,141
156702,119
157203,125
157704,176
158204,136
158704,147
159204,143
159705,131
160206,163
160706,151
161206,145
161707,147
162208,175
162709,147
163210,194
163711,133
164212,141
164713,132
165214,141
165714,161
166215,149
166716,163
167217,155
167717,161
168217,163
168717,139
169218,124
169719,166
170220,131
170720,151
171221,168
171722,143
172223,151
172723,152
173224,131
173725,111
174226,161
174727,159
175228,122
175728,177
176228,151
176729,121
177230,195
177731,127
178232,137
178732,190
179233,923
179734,65535
180235,65535
180736,47561
181237,1972
181738,185
182238,173
182739,147
183240,181
183740,187
184240,195
184741,197
185241,191
185742,184
186243,215
186744,161
187245,188
187745,132
188246,135
188746,65525
189247,65488
189748,3180
190249,199
190750,203
191250,188
191751,169
192252,171
192753,186
193254,201
193754,179
194255,175
194756,161
195257,141
195758,139
196258,136
196759,107
197259,128
197760,115
198261,139
198762,147
199263,8070
199764,42889
200264,2379
200765,117
201266,175
201766,185
202267,154
202768,195
203268,170
203769,137
204269,161
204770,132
205270,146
205771,139
206271,177
206771,171
207282,169
207783,166
208284,131
208784,158
209285,155
209785,146
210286,164
210786,122
211286,146
211787,160
212287,140
212787,173
213288,133
213788,175
214289,161
214789,151
215290,131
215791,212
216291,136
216792,150
217296,144
217797,50569
218298,65425
218799,65457
219299,3712
219799,275
220300,167
220801,175
221301,193
221802,167
222302,162
222803,186
223303,169
223804,187
224304,181
224805,153
225306,151
225806,125
226307,115
226807,169
227307,109
227807,177
228308,136
228808,143
229309,150
229810,137
230310,188
230811,119
231311,165
231812,151
232312,148
232812,135
233312,108
233812,161
234312,159
234812,165
235313,148
235813,152
236313,144
236813,149
237313,180
237813,155
238313,144
238813,119
239314,147
239814,151
240314,180
240814,29826
241314,10560
241815,425
242315,173
242815,179
243315,186
243816,187
244316,151
244816,128
245317,191
245818,145
246318,170
246818,160
247332,156
247832,155
248332,149
248832,173
249332,139
249861,137
250361,131
250861,127
251361,115
251862,119
252386,127
252887,148
253388,167
253888,145
254416,135
254917,135
255417,36953
255918,21862
256444,839
256945,174
257471,157
257972,161
258472,187
258973,205
259502,131
260003,136
260504,199
261005,143
261506,137
262021,134
262522,11655
263022,65489
263522,19792
264023,1365
264543,153
265044,191
265545,187
266045,177
266545,183
267065,164
267565,161
268065,123
268565,107
269065,131
269584,123
270084,138
270584,169
271085,147
271612,116
272112,117
272612,149
273112,160
273637,175
274138,167
274639,147
275139,135
275639,125
276160,135
276660,141
277161,144
277661,145
278161,133
278661,109
279184,138
279685,155
280186,156
280686,119
281187,135
281708,153
282209,173
282709,142
283209,146
283709,137
284232,123
284732,132
285232,139
285732,147
286258,145
286758,163
287258,107
287759,149
288278,120
288779,161
289280,126
289780,205
290281,152
290799,156
291299,129
291800,162
292301,141
292830,123
293330,155
293830,120
294331,131
294860,139
295360,145
295861,169
296362,169
296863,104
297390,126
297890,171
298390,146
298890,149
299417,107
299918,139
300419,51720
300920,47858
301442,2586
301942,177
302443,153
302944,183
303472,168
303973,172
304474,151
304975,160
305505,152
306006,161
306506,192
307007,113
307508,159
308035,132
308535,148
309036,187
309537,167
310067,132
310567,122
311068,159
311568,139
312098,133
312599,125
313099,222
313599,192
314100,157
314619,163
315119,101
315619,141
316120,165
316649,175
317149,178
317649,156
318149,161
318649,162
319179,153
319679,164
320179,163
320679,161
321204,165
321704,106
322205,128
322706,149
323206,163
323729,144
324229,137
324729,143
325229,179
325729,119
326251,174
326751,164
327252,125
327753,131
328284,134
328784,161
329285,135
329785,173
330315,172
330815,177
331316,159
331816,123
332338,147
332838,161
333339,127
333840,135
334340,127
334858,133
335358,107
335858,173
336359,167
336887,122
337397,113
337897,177
338397,173
338897,114
339398,177
339920,149
340420,175
340920,155
341420,139
341921,187
342440,207
342940,159
343440,136
343940,121
344441,169
344966,176
345467,164
345968,133
346469,117
346996,139
347497,131
347997,141
348498,167
349016,162
349517,159
350018,12154
350519,10842
351048,338
351548,176
352049,179
352550,177
353075,167
353575,137
354075,120
354576,137
355077,145
355596,191
356096,107
356597,175
357097,121
357597,176
358098,4433
358599,15060
359099,16371
359600,479
360101,132
360602,148
361102,200
361603,193
362103,109
362604,160
363104,135
363605,186
364106,154
364606,116
365107,123
365607,135
366108,134
366608,142
367108,164
367609,155
368109,156
368610,149
369110,139
369611,185
370112,111
370613,132
371113,145
371613,136
372113,155
372613,163
373113,184
373613,112
374113,151
374613,135
375113,145
375613,95
376113,141
376613,187
377113,183
377614,161
378114,136
378614,155
379114,195
379615,173
380115,161
